37.4142952,-121.9966408,.37,.00,.00,.00,.0
37.4142900,-121.9966346,-.29,.00,.00,-.19,.0
37.4142931,-121.9966333,.49,.00,.00,-.39,.0
37.4142945,-121.9966319,.15,.00,.00,-.58,.0
37.4142895,-121.9966392,.52,.00,.00,-.77,.0
37.4142896,-121.9966317,.26,.00,.00,.00,.0
37.4142947,-121.9966325,.34,.00,.00,.00,.0
37.4142888,-121.9966335,-.17,.00,.00,.00,.0
37.4142905,-121.9966381,-.39,.00,.00,.00,.0
37.4142888,-121.9966399,-.06,.00,.00,.00,.0
37.4142896,-121.9966341,.23,.00,.00,.00,.0
37.4142897,-121.9966399,.20,.00,.00,.00,.0
37.4142917,-121.9966368,-.13,.00,.00,.00,.0
37.4142942,-121.9966423,.33,.00,.00,.00,.0
37.4142925,-121.9966322,.54,.00,.00,.00,.0
37.4142945,-121.9966376,.11,.00,.00,.00,.0
37.4142949,-121.9966386,.09,.00,.00,.00,.0
37.4142890,-121.9966353,.38,.00,.00,.00,.0
37.4142916,-121.9966417,-.10,.00,.00,.00,.0
37.4142919,-121.9966384,.20,.00,.00,.00,360.0
37.4142889,-121.9966318,-.01,.00,.00,.00,360.0
37.4142906,-121.9966366,.20,.00,.00,.00,360.0
37.4142977,-121.9966354,-.04,.00,.00,.00,360.0
37.4142968,-121.9966392,.05,.00,.00,.00,360.0
37.4142905,-121.9966366,-.18,.00,.00,.00,360.0
37.4142967,-121.9966339,-.21,.00,.00,.00,360.0
37.4142929,-121.9966316,.44,.00,.00,.00,360.0
37.4142953,-121.9966364,.40,.00,.00,.00,360.0
37.4142898,-121.9966366,.40,.00,.00,.00,360.0
37.4142925,-121.9966342,-.40,.00,.00,.00,360.0
37.4142970,-121.9966349,-.17,.00,.00,.00,360.0
37.4142891,-121.9966425,-.29,.00,.00,.00,360.0
37.4142926,-121.9966317,.24,.00,.00,.00,360.0
37.4142961,-121.9966383,.55,.00,.00,.00,360.0
37.4142974,-121.9966382,-.42,.00,.00,.00,360.0
37.4142936,-121.9966338,.20,.00,.00,.00,360.0
37.4142928,-121.9966423,.25,.00,.00,.00,360.0
37.4142936,-121.9966332,-.08,.00,.00,.00,360.0
37.4142974,-121.9966417,.57,.00,.00,.00,360.0
37.4142900,-121.9966363,-.17,.00,.00,.00,360.0
37.4142970,-121.9966406,.54,.00,.00,.00,360.0
37.4142896,-121.9966411,.22,.00,.00,.00,360.0
37.4142892,-121.9966325,.02,.00,.00,.00,360.0
37.4142901,-121.9966421,.08,.00,.00,.00,360.0
37.4142962,-121.9966385,-.32,.00,.00,.00,360.0
37.4142922,-121.9966419,-.33,.00,.00,.00,360.0
37.4142931,-121.9966389,-.08,.00,.00,.00,360.0
37.4142919,-121.9966324,.06,.00,.00,.00,360.0
37.4142926,-121.9966373,.13,.00,.00,.00,360.0
37.4142967,-121.9966423,.21,.00,.00,.00,360.0
37.4142969,-121.9966402,.12,.00,.00,.00,360.0
37.4142911,-121.9966390,-.34,.00,.00,.00,360.0
37.4142904,-121.9966318,-.28,.00,.00,.00,360.0
37.4142959,-121.9966413,.54,.00,.00,.00,360.0
37.4142969,-121.9966325,.51,.00,.00,.00,360.0
37.4142892,-121.9966391,-.21,.00,.00,.00,360.0
37.4142917,-121.9966363,-.39,.00,.00,.00,360.0
37.4142933,-121.9966342,.10,.00,.00,.00,360.0
37.4142918,-121.9966367,.30,.00,.00,.00,360.0
